,screen_names,texts,dates,langs
1655,Koupala,"Usa 🤢para marcar lo que no comes:
mostaza: 😍
pepinillo: 😍
cilantro: 😍
pizza con piña: 😍
sushi: 🤢
brócoli: 🤢
champiñ… https://t.co/1Ns6r5A38a",2021-04-27 15:57:15,es
1656,NaduAilen1,Que difícil es querer mantenerme flaca pero a la vez querer clavarme una re hamburguesa o todo lo que vea,2021-04-27 15:57:02,es
1657,Beatleasis,"@fofoHR Sí vale la pena, aunque cueeesta trabajo, jaja. Tus niveles de azúcar, ácido úrico, riñones y pulmones te l… https://t.co/ayblIgZixm",2021-04-27 15:56:24,es
1658,xcrimsonbitchx,@behringer1981 Con una hamburguesa?!,2021-04-27 15:56:22,es
1659,ZA1R0_,@imRayhZ Shhh dejate hacer ratio y te regalo una hamburguesa 😏🍔,2021-04-27 15:56:19,es
1660,ferfer_mn,claro q cualquier día es bueno para una hamburguesa y una malteada del Carl’s,2021-04-27 15:56:14,es
1661,AdanSantanaT,"Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza:
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
bróco… https://t.co/LnJgeNCCiT",2021-04-27 15:55:49,es
1662,lisbyGM,"Jajajaja la anahí me está remedando, que yo en león estaba peliando con él mae que me hizo la  hamburguesa, por qué… https://t.co/djkFVqCLJR",2021-04-27 15:55:22,es
1663,EdinsonOlaya1,"@AndresCor91 @calioknoticias Como está la economía, es mas fácil comprar una hamburguesa o algo de los alimentos, q… https://t.co/ZREAB1kzRk",2021-04-27 15:55:07,es
1664,lullaby_cherry,Recuerden que el Ke rule con rule es comida con adictivos y algo de droga disimulada. Por eso llena completamente y… https://t.co/8K7s98dAZ5,2021-04-27 15:54:39,es
1665,Mini_Extra,"🎱 Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/N6cwhXcO5A",2021-04-27 15:53:34,ca
1666,DeniseeCarreras,"Mi papá acaba d “inventar” una hamburguesa veggie DELICIOSA no puedo creer q me haya gustado a mi, md para la receta 🤤",2021-04-27 15:53:30,es
1667,beomgful,hoy el día empezó bien o sea desayuné hamburguesa mientras veía el nuevo ep de run bts donde aparece yoongi. la vid… https://t.co/YcPAaORWSj,2021-04-27 15:52:52,es
1668,Mapache15217128,"@Atavus13 Nosssseeee... A la hamburguesa pareciera que le falta power, no?
🤪",2021-04-27 15:52:48,es
1669,adribell01,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 
sushi: 
brócoli:🤢
champiñon… https://t.co/2uWqpxUyiA",2021-04-27 15:52:38,es
1670,MadeByDaniela,"En otro orden de ideas: qué malparida dieta, no joda.

Quiero hamburguesa.",2021-04-27 15:51:30,es
1671,SebastianPJ24,"Usa🤢para marcar lo que no comes

mostaza:
pepinillo:
cilantro: 
pizza con piña: 🤢
sushi:
brócoli:🤢
champiñones:
híg… https://t.co/3i0kYrrbLO",2021-04-27 15:50:49,es
1672,Ana_Garciap,Mi papá no puede ver que yo madrugo a entrenar porque ese día quiere almorzar hamburguesa ! 😒,2021-04-27 15:49:44,es
1673,Im_not_Pyro,"Usa 🤢 para marcar lo que no comes.

mostaza:👍
pepinillo:👍
cilantro:🤢
pizza con piña:👍
sushi: 👍
brócoli:👍
champiñone… https://t.co/RbWuocSKLD",2021-04-27 15:49:41,es
1674,Z_P_SS,"@harryyxt91 Que rico quieroo
Hamburguesa",2021-04-27 15:49:25,es
1675,irarca,"Me copio
Usa🤢para marcar lo que no comes.

mostaza:  
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 🤢
ch… https://t.co/6raISmCjWX",2021-04-27 15:49:23,es
1676,meowuwuo,"usa 🤢 para marcar lo que no te gusta

mostaza: 
pepinillo: 
cilantro:
pizza con piña: 🤢
sushi: 
brócoli: 
champiñon… https://t.co/eH1qe9DvWt",2021-04-27 15:49:19,es
1677,lovelynh91,"yo soy a veces vegetariana y a veces no, si pinta una hamburguesa me la como https://t.co/lCxmoKlLlC",2021-04-27 15:48:53,es
1678,drginopereyra,@gordo_lado Traición a la patria es llamar hamburguesa vegana a una tortilla de lentejas. Y pretender ponerla en una parrilla,2021-04-27 15:48:41,es
1679,FelaRoman,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro:
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones:… https://t.co/Mtcl7zyfZL",2021-04-27 15:48:30,es
1680,AlejandroDiazG_,"La hamburguesa sin queso, por favor",2021-04-27 15:47:53,es
1681,GordoSi,"@norcarolaina Una resentida me dijo haciéndose la picante ""la comida también es una droga"" como insinuando que soy… https://t.co/mn2JdUceXB",2021-04-27 15:47:20,es
1682,LaaautyLopez,@Brisabelenx Cómprame una hamburguesa y te disculpo,2021-04-27 15:47:10,es
1683,esloganmagazine,Como se hace una sesión de fotos a una hamburguesa de McDonald’s. https://t.co/AaDunV5rXE #McDonalds #Marketing https://t.co/MS6JHz7crm,2021-04-27 15:47:00,es
1684,jesusFNleaks,y no es hamburguesa se llama asi hamburrrmesa https://t.co/rvULR26ELX https://t.co/vJFW8HpyN4,2021-04-27 15:46:14,es
1685,sugarb00_,"usa 🤢 para marcar lo que no comes

mostaza:🤢🤢
pepinillo:🤢
cilantro:
pizza con piña:
sushi:
brócoli:
champiñones:
hí… https://t.co/dmx6aUlEB6",2021-04-27 15:45:23,es
1686,Omarelchamo,"#Vida Recordando este sabroso momento... Simple, pero cierto! 

""La vida es demasiado corta para perder la oportuni… https://t.co/76t52aUlHH",2021-04-27 15:45:06,es
1687,buurgerkiing,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 
sushi: 
brócoli:
champiñones… https://t.co/vAvu3EdTJC",2021-04-27 15:44:32,es
1688,Almaarrigaran,La hamburguesa que me estoy clavando está más buena que tú novio,2021-04-27 15:44:00,es
1689,karstaar,"Usa 🤢para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro: ñe
pizza con piña: NO 🤢
sushi: 🤢(no me funen)… https://t.co/68OpTaX2DF",2021-04-27 15:43:51,es
1690,Joannamgr,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli:🤢
champiñon… https://t.co/W4Bk4lF2fC",2021-04-27 15:43:07,es
1691,ItzyParaguay,"@itzyprojects Hamburguesa

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 @ITZYofficial",2021-04-27 15:42:58,en
1692,venge_anz,Super necesario el acoso a una multinacional solo para que le pongan de nombre JIMIN a una hamburguesa básica.,2021-04-27 15:42:31,es
1693,OscarPertusa,"Creo que tras perder 16kg me puedo comer a gusto una hamburguesa con mucho queso. Quieres? 

#oscarpertusa… https://t.co/pxrNwTN26W",2021-04-27 15:41:18,es
1694,AryaGame777,"Usa 🤢 para marcar lo que no comes. 

mostaza:  🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢🤢🤢🤢
sushi: 🤢
brócoli: 🤢… https://t.co/ECTgYdwnhZ",2021-04-27 15:40:09,es
1695,AnnyBautistaGtz,Ayer decidí comprar una hamburguesa para la cena. Grave error 🤢🤢🤢,2021-04-27 15:40:03,es
1696,NATHUMT,Se apoderan de mi las ganas de comerme una hamburguesa gigante con muchas papitas fritas 😭😭😭🥺,2021-04-27 15:39:53,es
1697,HNarkissa,"@TBSL91LT @mmithwlls Hamburguesa 
I vote #Juice as #BestCoverSong at #iHeartAwards",2021-04-27 15:39:48,en
1698,Juanatelocuenta,@mcm3997 Una hamburguesa? Jajaja y te doy 😂😂,2021-04-27 15:39:12,es
1699,MatiasA00374353,@lucialaporta_ No prometo nada jaja hamburguesa si se esta comiendo la mitad de una ahora jaja,2021-04-27 15:39:10,es
1700,FerBernales_,unas ganas de comer una hamburguesa bien cerda con bastante cheddar y bacon😪,2021-04-27 15:39:01,es
1701,Luis_Miranda619,@Radiohen Quedaría mejor si eligiera entre la hamburguesa godzilla o la kong de Carl's Jr,2021-04-27 15:37:52,ca
1702,Dos_A_,"@whoredetumadre Como cualquier persona normal. 

O sea la cita consistió en comer tremendamente incómodos y sin pod… https://t.co/4kfsOFbvjI",2021-04-27 15:37:29,es
1703,ClarkDulcinea,"Usa🤢 para marcar lo que no comes

mostaza:
pepinillo: 🤢🤢
cilantro: 
pizza con piña:
sushi: 
brócoli: 
champiñones:… https://t.co/M8zzX36rbq",2021-04-27 15:37:28,es
1704,sadleriaa,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli:
champiñones… https://t.co/Yv7muMaGJe",2021-04-27 15:36:45,es
1705,LozanoRicardo23,Llevo tres dias comiendo hamburguesa y comida china en la calle. 🥺🥴... necesito estar en mi casa de nuevo.,2021-04-27 15:36:19,es
1706,jisurockstar,"@only4itzy hamburguesa pizza anticuchos uno dos 

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY 
#있지 @ITZYofficial",2021-04-27 15:36:11,en
1707,noedenisel,"@_venusandmars He perdido las fotos fe las fritad en si, oues me chorraronbel cel de nuevo peero suoongo la hamburg… https://t.co/EaEDuhgwEe",2021-04-27 15:35:14,es
1708,guguiuwu,"viste cuando te estás besando con alguien y ambos se detienen un momento para mirarse, sonreir y después se siguen… https://t.co/E7kFKqlmIo",2021-04-27 15:34:34,es
1709,LittleLadyCook,@valdes_ramon23 como carajos uno se come una hamburguesa que en vez de buns tiene aguacate que locura XD el primer… https://t.co/3pSWvspcPz,2021-04-27 15:34:12,es
1710,Yoru_Zeppeli,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino:
Cilantro: 
Pizza con ananá: 🤢
Sushi: 
Brócoli: 
C… https://t.co/FGc4a9u8KM",2021-04-27 15:32:42,es
1711,_AngelValdes,"@gavinci7 @azucarbitter mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
hígado:… https://t.co/KXPyt2ZDhm",2021-04-27 15:32:35,es
1712,lolitafiesta,"(Robado de @ViajeraChinita) 
Usa cara de náusea para marcar lo que no comes

Mostaza:
Pepino: 🤢
Cilantro:
Pizza con… https://t.co/dSBPZy5YWe",2021-04-27 15:32:31,es
1713,Rosihdez,"@azucarbitter Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña:… https://t.co/EjNIbUwxT4",2021-04-27 15:32:25,es
1714,SofiaOyarzabal,Puedo estar comiendo una hamburguesa con papas fritas pero OJO yo te lo bajo con agua siempre,2021-04-27 15:32:09,es
1715,pwarkpyong,"@ItzyParaguay @ITZYofficial Hamburguesa

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 @ITZYofficial",2021-04-27 15:31:06,en
1716,ArgeliaGL,La primera y única vez que comí una hamburguesa en Carls Jr estuve con vómito y diarrea todo un día y no disfruté m… https://t.co/z5ZmWAhOIZ,2021-04-27 15:30:53,es
1717,YarellyLVazquez,"Tengo muchas ganas de una hamburguesa, de esas que con solo verlas subes de peso😩",2021-04-27 15:30:44,es
1718,Uber_Support,"@LuisPobleteGal1 Lo vamos a revisar por ti, @LuisPobleteGal1. Compártenos por DM el correo y teléfono asociados a t… https://t.co/8nl5vpy5md",2021-04-27 15:30:30,es
1719,M4dD0g12,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 🤢
Pepino: 🤢
Cilantro: 
Pizza con piña: 🤢
Sushi: 🤢
Brócoli:… https://t.co/90e3QbrPWT",2021-04-27 15:30:30,es
1720,maryy_xhb,"ME COPIO

Usa 🤢 para marcar lo que no comes. 

mostaza:  
pepinillo:🤢
cilantro:🤢
pizza con piña:
sushi:🤢
brócoli:… https://t.co/EdOy9aBgu4",2021-04-27 15:30:23,es
1721,Dos_A_,@whoredetumadre Que linda cita que es comer una hamburguesa que chorrea por todos lados sin prácticamente tener esp… https://t.co/zNRl3SWTRD,2021-04-27 15:30:07,es
1722,atcrnbw,"mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 🤢
brócoli:
champiñones: 
hígado: 🤢
hamburguesa: 
hot dogs… https://t.co/nl4YtEaGDa",2021-04-27 15:29:21,es
1723,Orianaggi,"No saben lo feliz que me pone un “vamos a comer hamburguesa, o pizza o tequeños”",2021-04-27 15:28:52,es
1724,rolylye,"@only4itzy Pizza ceviche hamburguesa tallarines pollo

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 
@ITZYofficial",2021-04-27 15:28:30,en
1725,futurewxlls_,Mi mamá me trajo hamburguesa en menos de una hora tengo educación física. 🧍🏼‍♀️,2021-04-27 15:28:04,es
1726,lvsdeq,"@lvsreb_ Las zanahorias si me gustan, y soy vegetariana como pretende que me coma una hamburguesa señora",2021-04-27 15:27:54,es
1727,iHSTBRAVE,@TBSL91LT hamburguesa My vote for #BestCoverSong is #Juice at #iHeartAwards,2021-04-27 15:27:25,en
1728,Elpeque_TW,"bueno pinta siesta hasta el partido de la champions.

PD: que ganas de bajarme una buena hamburguesa doble con mucho cheddar",2021-04-27 15:26:41,es
1729,triviafirstluv,"La que se monta por una hamburguesa de calidad cuestionable con unas patatas, 4 nuggets y una Cocacola es que loooo… https://t.co/wVXcwCXQUc",2021-04-27 15:26:24,es
1730,rolylye,"@only4itzy Pizza, hamburguesa, sopa, tacos , quesadilla saa

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 
@ITZYofficial",2021-04-27 15:25:59,en
1731,sofimileo,Que ganas de una hamburguesa de mc,2021-04-27 15:25:49,es
1732,lulemus1,salgo d la escuela y mi papá m compro una hamburguesa con papas &lt;3,2021-04-27 15:25:13,es
1733,SugeyOrm,"Soñé que @elnodal me compraba una hamburguesa, imagínense la decepción cuando me desperté y vi mi realidad",2021-04-27 15:24:18,es
1734,iribenatti1,No se si tengo más ganas de comerme un choripan o una hamburguesa completa con panceta y huevo,2021-04-27 15:24:16,es
1735,PTG_latam_promo,"⟨⟨210427•UCUBE⟩⟩ Actualización en la cuenta de #PENTAGON 
[#SHINWON] 
Qué están haciendo? Hay una cosa que hizo lat… https://t.co/3RVtGqDhda",2021-04-27 15:24:02,es
1736,sergiobucks93,"En el Mcdonalds
-cuanto esta la Hamburguesa con queso?
-un cuarto de libra
-no no yo solo quiero la Hamburguesa sim… https://t.co/05NdVu2Mtz",2021-04-27 15:23:49,es
1737,j666oy_,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli:
champiñone… https://t.co/TICz0Ufgfj",2021-04-27 15:23:25,es
1738,ArantzaMonjaraz,Se me antojó una hamburguesa de Mc Donald's 🐽,2021-04-27 15:23:21,es
1739,Vlry96,Se me antoja una hamburguesa😔,2021-04-27 15:23:09,es
1740,u3u_alex,"@themoon_giril @Elpelodebrocoli @pelotomate_san -sigue comiendo la hamburguesa-

si shiggy mete sus manos en una cu… https://t.co/hkIJsd0Q1G",2021-04-27 15:21:56,es
1741,chinapacher,"Mostaza:
Pepino:🤢
Cilantro:
Pizza con ananá:🤢
Sushi:
Brócoli:
Champiñones:
Hígado:🤢
Hamburguesa: 
Panchos: 
Aceitun… https://t.co/13HfJQcZNc",2021-04-27 15:21:53,es
1742,CLINICASTOMA,¿Ensalada o hamburguesa? Tus compañeros de trabajo influyen en tus elecciones de comida https://t.co/CNhM88JXY6 https://t.co/B17gf3cD7a,2021-04-27 15:21:37,es
1743,ArqHoscarViguer,"@mrcrowned20 Usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña:🤢
sushi: 
brócoli:… https://t.co/exNZXr2Ln7",2021-04-27 15:21:28,es
1744,flwrggu,"ya es la media noche y shinwon comiendo su hamburguesa, ya duérmete hijo asdbs https://t.co/vwL5qFxBox",2021-04-27 15:21:27,es
1745,Blancaclown25,"Usa 🤢 para marcar lo que no comes. 

mostaza:  
pepinillo: 
cilantro: 🤢
pizza con piña: 🤢🤢🤢🤢🤢
sushi: 🤢
brócoli: 
ch… https://t.co/iGX8MENThJ",2021-04-27 15:20:58,es
1746,kcalkyuu,me iba a comer una hamburguesa de poroto pero este clima da para una sopita de lentejas jeje,2021-04-27 15:20:38,es
1747,camuchs,"@azucarbitter Son muy buen diente🤪🤪🤪

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza co… https://t.co/7G5pzUsawP",2021-04-27 15:20:27,es
1748,alcalars,"Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
bróco… https://t.co/0AwfdViMBi",2021-04-27 15:20:03,es
1749,CarneySalud,¿Cómo es tu hamburguesa perfecta? 😋 https://t.co/Sdhl8dOItr,2021-04-27 15:20:00,es
1750,VidelaG28,@Milicabral_ Yo no estoy pero igual quiero la hamburguesa,2021-04-27 15:19:51,es
1751,ana_maria1611,@mi_veneno_ Yo vivo antojada de hamburguesa y no se me quitan las ganas ni comiendo hamburguesa :(,2021-04-27 15:19:44,es
1752,andrxas_,"Uno de las hándicaps de trabajar de cara al público es que te puedes encontrar a imbéciles como estos 
Yo no me hab… https://t.co/IFR2ZKVjJc",2021-04-27 15:19:23,es
1753,i_S_r_A_e_L__,"@azucarbitter Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña:… https://t.co/39WfGhSjux",2021-04-27 15:18:56,es
1754,CuartacuentaMyo,@uecchicatboy Estás más bueno que hamburguesa de Mostaza,2021-04-27 15:18:40,es
1755,j_mikea,"Usa🤢lo que no comes:

Mostaza:
Pepinillo:
Morcilla:
Cilantro:
Pizza con piña:
Sushi:🤢
Brócoli:
Champiñones:
Hígado:… https://t.co/ekuBcLtblh",2021-04-27 15:18:40,es
1756,feerisnotokay,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤢
champiñ… https://t.co/8ee7rOOd7S",2021-04-27 15:18:01,es
1757,Pizza_Club,"No te pierdas los platos del 27/4 ☀️
- Hamburguesa Escondida c/ Huevo $ 340
- Ñoquis Bechamel $ 340
- Pizza al Verd… https://t.co/LrH8j6GEmW",2021-04-27 15:17:53,es
1758,katiaalodi,"QUIERO UNA HAMBURGUESA Y PAPAS CON CHEDDAR 
no importa cuando leas esto",2021-04-27 15:17:35,es
1759,sa_villalba,"Cuando era pendeja juraba que almorzar pizza y hamburguesa era el CIELO, ahora mataría por comer todos los días el… https://t.co/KcJdVSyd9D",2021-04-27 15:17:27,es
1760,chapter_86,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino:
Cilantro: 
Pizza con ananá: 
Sushi: 
Brócoli: 
Ch… https://t.co/06eqNCXCqo",2021-04-27 15:17:18,es
1761,vvoseokie,QUIÉN DIJO QUE NO PUEDE HACERTE FELIZ VER A TU KPOP BOY COMERSE UNA HAMBURGUESA DESPUÉS DE MUCHO TIEMPO 😭😭😭 https://t.co/kdwfYqAP5N,2021-04-27 15:17:03,es
1762,srjryu,"@ItzyParaguay @ITZYofficial hamburguesa 

DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 @ITZYofficial",2021-04-27 15:17:02,en
1763,u3u_alex,"@themoon_giril @Elpelodebrocoli @pelotomate_san como te llamas?

-rie levemente y muerde la hamburguesa otra vez-",2021-04-27 15:16:41,es
1764,iirenearmano,q tanto quieren ganar lo de wonder si ni se van a comer la hamburguesa ustedes es para la promo diso la reviven jjjasjjsjsjsksksksk,2021-04-27 15:16:32,it
1765,canyonlwtx,UFFF hamburguesa I vote #Louies for #BestFanArmy at the #iHeartAwards https://t.co/3QON6SiJ9q,2021-04-27 15:16:24,es
1766,lvsreb_,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 🤢
brócoli: 
champiñon… https://t.co/xPsmZqoChB",2021-04-27 15:16:21,es
1767,TierrasDelNorte,@SlavicWitch Una de mis comidas favoritas joder! Hamburguesa y papas.,2021-04-27 15:16:00,es
1768,themoon_giril,@u3u_alex Él manitas hay que amable de su parte-comiendo hamburguesa-,2021-04-27 15:15:20,es
1769,_Pantera_Rosa,"Para poner a una gorda en 4 sólo basta con poner una hamburguesa en el piso
#humor #humornegro #FelizMartes",2021-04-27 15:14:56,es
1770,MoreeLopezv,"Mostaza:🤢
Pepino:🤢
Cilantro:
Pizza con ananá:🤢
Sushi:
Brócoli:
Champiñones:
Hígado:🤢
Hamburguesa: 
Panchos: 
Aceitu… https://t.co/f8aVCt7mu0",2021-04-27 15:14:48,es
1771,CelbaLea,"@penso_lu usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro:
pizza con piña: 🤢
sushi: 
brócoli: 
ch… https://t.co/HFljKMo896",2021-04-27 15:13:57,es
1772,CIpauliz,"Usa😬para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 😬
brócoli: 
champiñones:… https://t.co/85FmpjOWIY",2021-04-27 15:13:55,es
1773,Yinisel24,aquí con hambre. solo tengo yogurt y una hamburguesa con queso. mannnn,2021-04-27 15:13:47,es
1774,telde991,¿Comer hamburguesa dentro de una hamburguesa? Lo veo https://t.co/CnlOAz27OX,2021-04-27 15:13:40,es
1775,CybrsPaloo,Che q ganas de una hamburguesa,2021-04-27 15:13:38,es
1776,chaertqm,"@iKOOKW3B Hamburguesa y el pozole
DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY 
#있지 @ITZYofficial",2021-04-27 15:11:39,en
1777,Huache_,"Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
br… https://t.co/hRrC73zu8h",2021-04-27 15:11:35,es
1778,themoon_giril,"@u3u_alex Uu hamburguesa puedo tomar una
-coge una hamburguesa y la come-",2021-04-27 15:10:43,es
1779,Maleja2307,"Usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones:… https://t.co/fF4Rl1Oig5",2021-04-27 15:10:31,es
1780,Borauniverse128,"•Ucube #PENTAGON #SHINWON 270421•

¿Que estás haciendo? Mi corazón late con fuerza (estoy emocionado). Pedí una ham… https://t.co/dzfMEhD95K",2021-04-27 15:10:30,es
1781,DomzLariza,@PatodeAqualand Perfecto la mejor manera de gastar dinero y yo pensando en si comprarme una pizza o una hamburguesa… https://t.co/CgKIWdAJP5,2021-04-27 15:10:22,es
1782,Lovely_Miich,"Depende, ¿Pizza y hamburguesa de cuál?

 I vote #BTSARMY for #BestFanArmy at #iHeartAwards 
@BTS_twt https://t.co/mYrPi3MVQA",2021-04-27 15:10:16,es
1783,u3u_alex,"@themoon_giril Una!, quieres una hamburguesa?, Izu-kun no quiso

-toma una hamburguesa y la muerde-",2021-04-27 15:09:51,es
1784,CarlosaurioRex,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/KiK6i4YFPO",2021-04-27 15:09:39,es
1785,beautifulpablo,"usa 🤢 lo que no comes

mostaza:
pepinillo:
cilantro:
pizza con piña: 🤢🤢🤢🤢🤢
sushi: 
brócoli: 
champiñones:
hígado: 🤢… https://t.co/qvdmbg2SxO",2021-04-27 15:09:05,es
1786,thaiqw,@marrrsss9 Y mi hamburguesa que ?,2021-04-27 15:08:35,es
1787,ElKindas,@NayarBw 1- hamburguesa,2021-04-27 15:08:26,in
1788,cata_mt21,"Usa🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones… https://t.co/InaImJ0PFB",2021-04-27 15:08:17,es
1789,sinrostro77,"@Claupax21 @alexrockstargo2 Yo, además de hamburguesa y completos sacaría esa gilada con pebre, dejame solo las empanadas!!!",2021-04-27 15:07:35,es
1790,u3u_alex,"@Elpelodebrocoli @themoon_giril @pelotomate_san pido perdon, quieres una hamburguesa?, creo que shiggy trajo algunas",2021-04-27 15:07:20,es
1791,NacidaTresVeces,"@azucarbitter Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña:… https://t.co/3V8SajjZKG",2021-04-27 15:07:03,es
1792,ixafm,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino:
Cilantro: 
Pizza con ananá: 🤢
Sushi: 
Brócoli: 
C… https://t.co/YJOZsrEsTp",2021-04-27 15:06:15,es
1793,JorgeJo26264424,"@LALERUIZ Personas que te digan que hacemos,no que vas hacer . Personas que te carguen las maletas,no que tú se las… https://t.co/7vzYw2Jbuu",2021-04-27 15:05:53,es
1794,GodIsCacher,@Pochosaurus el mundo = una hamburguesa 😋😋,2021-04-27 15:05:17,es
1795,nerina_ornella,"Tengo ANTOJO de hamburguesa,pero ganas de vomit*r todo😭",2021-04-27 15:05:06,es
1796,LedesmaDina,"Usa Cara de náusea para marcar lo que no comes

Mostaza: 
Pepino: 🤢
Cilantro: 🤢
Pizza con ananá: 🤢
Sushi: 🤢
Brócoli… https://t.co/7B44OTP2y3",2021-04-27 15:04:45,es
1797,KingBaldry,Kiero hamburguesa aplastada u_U,2021-04-27 15:04:40,es
1798,_DelightViolent,"@Txulousx Jajajajajajaja me pasa lo mismo.
Voy a Burger King porque tienen la hamburguesa vegetariana. Imagínate te… https://t.co/3xpYp0PBJf",2021-04-27 15:04:02,es
1799,kissliIi,"@itzyprojects hamburguesa DO IT LIKE ITZY
#MITM_MVTeaser2 #ITZY #있지 @ITZYofficial",2021-04-27 15:03:53,en
1800,NATHUMT,"Usa 🤢 para marcar lo que no comes:

Mostaza:
Pepinillo: 🤢
Cilantro:
Pizza con piña:🤢
Sushi: 🤢
Brócoli :
Champiñones… https://t.co/x5xK2d2e08",2021-04-27 15:03:19,es
1801,bipipuok,cigarrillos de  2 a 3 veces JWJDJAJSJJSJJ y hamburguesa prohibido https://t.co/kHvZpCdXis,2021-04-27 15:02:06,es
1802,Jorgenunezr_,"En realidad nunca comí tanta carne (salvo hamburguesa una o dos veces al mes), salvo salame, pero ya ni lo extraño.… https://t.co/Jzzenan9ZG",2021-04-27 15:01:57,es
1803,Maia_Bramson,Tomate con aceite de oliva y hamburguesa con ajito https://t.co/YPpCWxWIJK,2021-04-27 15:00:43,es
1804,levegianis,"@diegoinblack Me voy a ir en floro.
Usa🤢 para marcar lo que no comes
mostaza:🤢
pepinillo:🤢
cilantro:🤢 
pizza con pi… https://t.co/67kv7vzYT4",2021-04-27 15:00:06,es
1805,raulcisneros96,@meet_beatles Hamburguesa el viernes🤤,2021-04-27 14:59:45,es
1806,_DelightViolent,@Txulousx ¿Pero quien coño va a ir a comerse una hamburguesa de los coreanos estos? ¿Qué me estás contando? En Core… https://t.co/fYv01fSrn6,2021-04-27 14:59:44,es
1807,DlgSam,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi:
brócoli: 
champiñones:… https://t.co/sZ5ObPNKdN",2021-04-27 14:59:28,es
1808,HaiseSCP,"@KIYOSAMA07 Buenardo, para cuando mi hamburguesa?",2021-04-27 14:57:46,es
1809,Jorgenunezr_,Ya casi un mes siendo pecetariano/vegetariano. Hago distinción porque mi consumo de pescados y mariscos es bajo. Co… https://t.co/USXDpjZ7tw,2021-04-27 14:57:18,es
