,screen_names,texts,dates,langs
352,Monsemartiv,"Necesito una hamburguesa con abundante salsa de ajo, no quiero uvas y piña por favor",2021-04-26 01:08:41,es
353,Priscii888,"Que ganas de clavarme alta hamburguesa con papas, como para terminar la semana🤤",2021-04-26 01:08:12,es
354,kevin_riveros,Como se esmeraron para hacer una hamburguesa con sabor a nada ? 😪😩,2021-04-26 01:07:28,es
355,MitzelyArroyo,"Quiero una hamburguesa con papas, pero igual quiero dormir 😔",2021-04-26 01:04:16,es
356,MatiYanes,Qué ganas de una hamburguesa con mucho cheddar,2021-04-26 00:57:27,es
357,guaaada18,Tendría que venir una hamburguesa con papas adentro,2021-04-26 00:52:49,es
358,Maytealmiron1,solo una hamburguesa con mucho cheddar salvaría mi domingo del orto :),2021-04-26 00:49:26,es
359,IrinaBustos1,Que ganas de comer hamburguesa con papas fritas😋😋🤤,2021-04-26 00:44:14,es
360,brisajs_01,una hamburguesa con papas bastará para hacerme feliz ❤️,2021-04-26 00:41:09,es
361,oyepablito,Bueno gane una hamburguesa con queso,2021-04-26 00:34:15,es
362,Celee1422,"Estaba triste así que me pedí una hamburguesa con cheddar y papas, ah y la birra obvio 🤭❤️",2021-04-26 00:31:42,es
363,MaleeVerdes,Unas ganas de hamburguesa con papas,2021-04-26 00:27:01,es
364,XimeePantoja,Tengo que admitir que una hamburguesa con papas fritas SI puede cambiar tu estado de ánimo 😁 ahre,2021-04-26 00:24:13,es
365,anto_bj1,Quiero una hamburguesa con muchísimo cheddar diosssss,2021-04-26 00:23:01,es
366,AgosAguirre___,Yo bajon: es pedirme una hamburguesa con papas en panchos riki.,2021-04-26 00:21:55,es
367,Mirandaafr4nco,"me tenia q cortar el pelo y me gaste la plata en mansas hamburguesa con papas,ahora a esperar 4 dias mas😔",2021-04-26 00:19:49,es
368,CottMili,MATO por una hamburguesa con papas,2021-04-26 00:18:36,es
369,ManuLloret95,Quiero pedir a Salvaje pero no tienen delivery por una sola hamburguesa con papas 🥺,2021-04-26 00:14:07,es
370,MAMM_26,Que ganas de hamburguesa con papitas y terminar con un helado bien deli.,2021-04-26 00:13:17,es
371,ferdadosa,Quiero una hamburguesa con huevo frito tocino y salsa golf,2021-04-26 00:13:04,es
372,silvaavicc,Tengo un cansancio mental q solo una hamburguesa con papas y turrón alemán de postre pueden sanarme,2021-04-26 00:12:38,es
373,_mmicaelam,"una hamburguesa con papitas no solucionaría ningún problema pero estaría bueno comer eso 
*piensa mientras tiene 5… https://t.co/35DBguRsva",2021-04-26 00:11:50,es
374,_naiiusilva_,que ganas de una hamburguesa con papas,2021-04-26 00:11:22,es
375,AxelLeonel21,Esta para clavarse tremenda hamburguesa con papas fritas y cheddar 🐷,2021-04-26 00:11:12,es
376,gab_2709,Lo único que necesito ahora es ir a comerme una hamburguesa con papitas y coca-cola mientras hablo de la vida con alguien :(,2021-04-26 00:11:06,es
377,Rossi444207701,"Oigan, alguien de aquí, es del Salvador, necesito una ayuda por fiss, si me ayudan, les doy una hamburguesa con papitas.
Gracias💓.",2021-04-26 00:09:00,es
378,buprenorfina_,Nunca me compro cosas por delivery y hoy encargué una hamburguesa con papas fritas y venía todo frío uwu pésimo servicio,2021-04-26 00:06:45,es
379,camila_aldanna,quiero una hamburguesa con mucho cheddar ☹,2021-04-25 23:59:48,es
380,antonio2502rod,@Luishrnandez El de hoy fue hacer una triplegrosera (una hamburguesa con demasiado de todo),2021-04-25 23:55:22,es
381,la_bxbyx,una hamburguesa con queso cheddar,2021-04-25 23:55:07,es
382,DANY1797,"45. Definitivamente quiero darle otra oportunidad al sushi, comerme una hamburguesa con pepinillos de chef y darte un mega abraso bioseguro.",2021-04-25 23:52:46,es
383,iYUZURUSTAR,"Marque la hamburguesa con 🤤, es la cosa más asquerosa que he probado en mi vida",2021-04-25 23:49:19,es
384,Micaelarojas___,necesito una buena hamburguesa con cheddar para ser feliz :),2021-04-25 23:47:40,es
385,ElianaR555,Quiero una hamburguesa con papas fritas :(,2021-04-25 23:45:59,es
386,maleemaidana9,Lo que daría por estar comiendo una hamburguesa con papas😩,2021-04-25 23:40:52,es
387,melrreynoso,"me estoy comiendo una hamburguesa con cheddar pero ojo, con pan de salvado",2021-04-25 23:39:05,es
388,suarezpri9,@FioBarret El día pide hamburguesa con papas y coquita 🤣,2021-04-25 23:36:11,es
389,yaninaaramirez,Puede ser una hamburguesa con papas para cerrar el domingo,2021-04-25 23:32:57,es
390,LucianaSant_,Tan solo una hamburguesa con cheddar basta para sanarme,2021-04-25 23:28:52,es
391,muyanacronica,"Hola universo, ¿me gestionás una hamburguesa con papas o una pizza?
Gracias de todo cora.",2021-04-25 23:28:01,es
392,huerto_angel,@Mayichii @ElChurchesYT Fue hermoso volver a ver a nexxuz y churches juntos después después de tantos años die como… https://t.co/hQydQsfJSo,2021-04-25 23:26:01,es
393,Serenamaar,"Q ganas de estar acostada con alguien, pidiendo una hamburguesa con coquitaaaaaaaa lpm🥺",2021-04-25 23:25:34,es
394,KarenBarabata,"Yo no envidio a nadie más que a mi sobrino que está en toalla recién salido de la alberca, comiendo una hamburguesa… https://t.co/GppqYhSZUP",2021-04-25 23:18:47,es
395,BrenArdanaz,Pedirme una hamburguesa con papas y acostarme a ver una peli 🥺❤️,2021-04-25 23:16:49,es
396,httpgolden28,"tengo ganas de clavarme tremenda hamburguesa con jamón, queso, Bacon y papas,,,, troste",2021-04-25 23:16:13,es
397,Burguerito,"Hay sabores que siempre nos emocionan; domingo de disfrutar una deliciosa hamburguesa con papas.

En Burguerito, se… https://t.co/lktBHL1xAV",2021-04-25 23:09:47,es
398,QuevedoSebita,Re esta pars una buena hamburguesa con huevo y panceta,2021-04-25 23:06:52,es
399,azuuull2,que ganas de una hamburguesa con mucho cheddar🤤🤤🤤,2021-04-25 23:00:18,es
400,CamiiMald,me comería una hamburguesa con batatas fritas ya mismoooo,2021-04-25 22:59:56,es
401,Adadlud,una hamburguesa con muchas papitas ahora me haría feliz,2021-04-25 22:58:10,es
402,Valentinacla09,Estoy tan juiciosa que hoy me merezco una hamburguesa con papitas bien deli 🤤,2021-04-25 22:54:57,es
403,trashcan_6,"// comida , food

Se me olvidó cenar así que he cenado a medianoche hamburguesa con patatas porque me lo merezco cr… https://t.co/aADk6Z8x6f",2021-04-25 22:51:56,es
404,Jaimee__Rincon,Necesito una hamburguesa con doble porción de papas para que se me quite esta tristeza.,2021-04-25 22:49:29,es
405,KorinaRamos4,"Quiero un abdomen plano, pero también quiero una hamburguesa con papas y una @CervezaTecate",2021-04-25 22:46:42,es
406,blurrywos,@Miathebrave_ no tenes hambre? yo hamburguesa con pure,2021-04-25 22:45:51,es
407,XavierDeRu,"@LaOtraOli Entrada: Una buena pasta
Fuerte: Hamburguesa con salsa de tómate y queso manchego, acompañado de una ens… https://t.co/NYX5Em0kFv",2021-04-25 22:40:31,es
408,yeniiferdc_,Quiero una hamburguesa con papas 😪,2021-04-25 22:39:22,es
409,Qcyoviejo,"Yo te como cualquier hamburguesa, con excepción de esas que parecen que un monstruo de cheddar les acaba de termina… https://t.co/acdmaSuicy",2021-04-25 22:26:23,es
410,florrbrengi,Unas ganas de una hamburguesa con papas 😭,2021-04-25 22:24:01,es
411,gianellagarciax,lo único q me haría feliz en este momento sería una hamburguesa con 5 fetas d cheddar q también esté bañada en ched… https://t.co/d20Yh5PTOq,2021-04-25 22:21:38,es
412,paoyampey,@RossiEchague Una súper hamburguesa con papas fritas 😍😍😍😍,2021-04-25 22:16:37,es
413,Daianafrra,Anoche pedí un combo de hamburguesa con cheddar en una cervecería y me trajeron una de pollo se merecen ir al infierno,2021-04-25 22:09:55,es
414,MartiiiRomera,"Por que siempre tengo ganas de comer hamburguesa con papas fritas, por queeeee",2021-04-25 22:03:18,es
415,AragonEquity,Sabes que todo acabó y que no tardarás en ver zombies corriendo por la calle cuando te traen una hamburguesa con un… https://t.co/ySBzOCSUmu,2021-04-25 22:01:57,es
416,Cami05C,Quiero una hamburguesa con mucho cheddar 🤤🤤,2021-04-25 21:49:00,es
417,wandapodazza2,que ganas de una buena hamburguesa con mucho cheddar y panceta😔,2021-04-25 21:39:02,es
418,BOGABXO,Salado hamburguesa con pspas fritas y de dulce los brownies https://t.co/Y2SH9f8eP2,2021-04-25 21:36:35,es
419,noirgotthic,@fachacitty COMO VAS A COMER LA HAMBURGUESA CON CUBIERTOS EISMANN DIOS TE ODIO,2021-04-25 21:31:15,es
420,Recetas1000,🍔🤤 #burgers https://t.co/dtpPCRomiG,2021-04-25 21:30:00,und
421,GomezCentenoJR,"@akbfintech Pana ... Una hamburguesa con todo, mientras espero pasa un perro para ir amortiguando!.. 
Y una malta!",2021-04-25 21:21:00,es
422,EricMCastro2,@_soyZoe Hamburguesa con spaguetti,2021-04-25 21:00:33,it
423,LinTheSlayer,Soñando con el vientre plano de Lara mientras me zampo una hamburguesa con una Mahou.,2021-04-25 21:00:07,es
424,LaReinaMaga,@Julianitra Hamburguesa con papas.,2021-04-25 20:57:43,es
425,Tiffabustamant,Traiganme una hamburguesa con todo que tengo hambre😩,2021-04-25 20:53:01,es
426,HoracioBedmar,Mañana dieta extrema pwro hoy hamburguesa con webo frito ps claro,2021-04-25 20:50:16,es
427,MendezGabrielaa,La hamburguesa con tocineta please :( https://t.co/1qnBgP5wgF,2021-04-25 20:49:22,es
428,MichaelPinzon88,Que son estos putos antojos de hamburguesa con coca-cola.,2021-04-25 20:44:45,es
429,Samiragomez110,Que ganas d una hamburguesa con papas fritas aaaa:(,2021-04-25 20:10:05,es
430,gguerra19,"@cokastar Xuso esos nuggets son unas de las vainas q no me gustan para nada, pero mi hija los ama tanto yo amo una… https://t.co/6RDBGAwFdJ",2021-04-25 20:08:51,es
431,LuisPobleteGal1,"@McDonalds_Cl
@SeremiSaludRM
@UberEats_Chile
@SeremiSaludRM
@SERNAC
@McDonalds_Cl
@SERNAC

Hace dos semanas  hice u… https://t.co/kvHJtlW1BE",2021-04-25 20:03:47,es
432,pauvallejxs,harta de no tener plata y no poder comprarme una hamburguesa con papa fritas para bajonear y llorar https://t.co/7x8NxejoDz,2021-04-25 20:03:16,es
433,_Xouavv,"Man andaba pensando que iba a almorzar y viene mi madre y me da una hamburguesa con papas fritas, es simplemente dios",2021-04-25 20:01:58,es
434,jimy_k4,@WONDER_dmm hamburguesa con doble carne y queso*😋,2021-04-25 19:57:56,es
435,adrianr40882032,"Quiero una Hamburguesa con papas viendo peliculas junto a tí en la cama... 

Mmmm....",2021-04-25 19:54:00,es
436,Rage_DMX,Agusto comprar tu hamburguesa con musica de bruno mars,2021-04-25 19:51:32,es
437,antostma,"Me tragué una hamburguesa con papas, yuca, y salsas. Lo merezco",2021-04-25 19:47:54,es
438,PereaGiu,o una hamburguesa con cheddar y bacon mmm,2021-04-25 19:38:57,es
439,Jezz_i3,Me urge una hamburguesa con un papitas a la francesa con mucho quesito 🥺,2021-04-25 19:30:13,es
440,CiinWerner,"Tengo que dejar de comer facturas, DONDE ESTA MI HAMBURGUESA CON CHEDDARRR",2021-04-25 19:28:52,es
441,tecadios,"No saben las pinches ganas que tengo de comer una hamburguesa con doble carne, queso y tocino y tomarme una coca co… https://t.co/IYXnMTftFW",2021-04-25 19:28:38,es
442,edhardett,"Niños a y media le pegamos al directo 

SUUUUUUUUUUUUUUUUUU

Domingo de locos tranquilitos 

Me voy hacer mi hambur… https://t.co/jxZqLXhZpE",2021-04-25 19:16:00,es
443,LethaIAsPoison,"@mybloodiswhisky Y no les salió tan bien como lo esperado.

—Evidencia encogiendo con suavidad sus hombros. Sus man… https://t.co/WyqTjOUHbZ",2021-04-25 19:01:02,es
444,camyBurgardt,Que ganas de una hamburguesa con queso del mc,2021-04-25 19:00:43,es
445,RidiculousBurgr,CHEESE BURGER / HAMBURGUESA CON QUESO - World Famous in Costa Rica! Jaco Top 10 Restaurant.. OVER 38 DIFFERENT GOUR… https://t.co/Blb2d1YIDY,2021-04-25 19:00:13,en
446,catasaa_,"Ojala me mandaran un domicilio de hamburguesa con papas y agua, porque ante todo hay que cuidarse",2021-04-25 18:48:40,es
447,its_alvarezzz,Mi familia es tan saica que aquí por lo peor que nos peleamos es por pedir bien una hamburguesa con salchipapas 😂,2021-04-25 18:40:32,es
448,velospine,@Juampy38_ @fazyto3 @gonzaaa104 @candresPan @lusuaarezz La hamburguesa con papas con cheddar,2021-04-25 18:29:40,es
449,gordoperonchoo,la milanesa napolitana es la mejor comida porq es como una hamburguesa con pizza lo mejor de los dos mundos,2021-04-25 18:22:02,es
450,RodrILizarragaR,"Eh ese día fui a la cancha y estuvo buenardo.
Encima había entrado fumadísimo y cuando salí me bajonee tremenda ham… https://t.co/huQAy13MPq",2021-04-25 17:57:00,es
451,Marialeayala,"Epa, quiero hacerles una recomendación. Si les gusta aprovechar las promos y darse un gusto.

Fuimos a Mi Vaquita B… https://t.co/Rs7BAvy89D",2021-04-25 17:44:44,es
452,EntreRockyLeyes,"@liormmm Agarra un brócoli, hervirlo. Hacerte un choripan, o una hamburguesa con panceta quesony huevo. Emplatas el… https://t.co/k9v9gEsCmO",2021-04-25 17:33:42,es
453,carolainmac,Necesito una hamburguesa con papas fritas y una soda de naranja.,2021-04-25 17:32:58,es
454,GastiTolosa,@camila_aramayo Una hamburguesa con queso. Paysandu.....😂,2021-04-25 17:25:09,es
455,TaielSanchez,Me compara el placer de la hamburguesa con el del pepino JAJAJAJAJA! NO NECESITO MAS QUE ESTO.,2021-04-25 17:04:49,es
456,Llenadestrellas,Una hamburguesa con salsa teriyaki es una hamburgeisha.,2021-04-25 17:01:19,ca
457,_amrubio,"Me pedí una hamburguesa con papas fritas, alitas picante y un martini ctm",2021-04-25 16:49:00,es
458,ltpianeti94s,hamburguesa con papas I vote #Harries for #BestFanArmy at the #iHeartAwards https://t.co/VKif3x4ash,2021-04-25 16:35:16,en
459,DaiiLenciinas,"Me cansé, ya qiero salir a caminar, ver gente, andar, comerme una hamburguesa con papas fritas bien gorda, un buen… https://t.co/HkOds89Ibt",2021-04-25 16:32:53,es
460,maleeee4858,Que ganas de una hamburguesa con papitas o un sándwich de mila🤤🙄,2021-04-25 16:18:09,es
461,Mirandasolci,Necesito comer una hamburguesa con papas fritas yA,2021-04-25 16:03:58,es
462,chaylekar,Nos clavamos semejante hamburguesa con mamá anoche,2021-04-25 15:52:14,es
463,alvaroga91,@buuarns @nadeshik0 @DarmokSora @Fuuyumi Hace tiempo que no vienes. Han puesto buenísima mierda últimamente. La ham… https://t.co/Ip8FACtVxV,2021-04-25 15:45:50,es
464,_martuca__,Desayunando la hamburguesa con papas que me sobró de anoche 😍,2021-04-25 15:43:07,es
465,Pana_Girasooool,@RobotFrikazo Procederé a comerme una hamburguesa con carne de res enfrente de ti.,2021-04-25 15:32:28,es
466,Ma_Cecilia04,"Según un experto, va@s a decir adiós al bistec, la pechuga, costillas y cualquier otra cosa q sea deliciosa. Además… https://t.co/nPWlmgtDNA",2021-04-25 15:21:24,es
467,Garabataa,"Me gustaría encontrar motivación para salir de mi cama pero la verdad es que me quiero morir.

Y una hamburguesa con muchas papas.",2021-04-25 15:17:02,es
468,__CgL,"Seeeeejor. Odio la gastritis😭
Ah pero anoche me lancé una hamburguesa con papas fritas😤

Ya me toca la dieta obligada☹️",2021-04-25 15:15:08,es
469,JacqueFloress,"Necesito que me licuen un Pedaso de asado, o una hamburguesa con cheddar 😭🙏
No puedo morder nada..",2021-04-25 14:33:16,es
470,enseriosamuel,La vida me pide mucho y yo solo quiero comer hamburguesa con alguien que me quiera,2021-04-25 14:10:27,es
471,iHaells,"no de un vídeo en donde hacen una hamburguesa con 44 pedazos de carne, admitilo q sólo lo decís xq te incomoda, SOS un cara ROTA aceptalo",2021-04-25 13:54:09,es
472,peleonides,"@MeerRocio Rocío, la hamburguesa ¿con o sin ketchup?",2021-04-25 12:41:02,es
473,BeluPe,Envejecer es cenar una hamburguesa con coca el sábado y amanecer 7.3 un domingo con acidez,2021-04-25 11:57:57,es
474,mapiregalado,"Solo quería contarles que ayer tomé vino azul y comí una hamburguesa con cheddar, cebolla caramelizada y pan de camote. Ahhhhh, la felicidá.",2021-04-25 11:53:54,es
475,27pulqui,"@SolRGarnica Mi compañere me hizo hamburguesa con huevo frito, en pan sin tacc, con ensalada de tomatito cherry, bastante feliz.",2021-04-25 11:51:15,es
476,pxxnxc,la hora q es y yo clavándome una hamburguesa con ketchup,2021-04-25 11:50:43,es
477,JARIZ1162,"@Valfortuna @IRA_VENEZUELA @aguadecoco La botella es de cerveza, la bebida del vaso probablemente sea una CocaCola… https://t.co/J6bgiB4k7F",2021-04-25 11:37:30,es
478,MindTroublStony,@LethaIAsPoison — Asintió con la cabeza repetidas veces y se engancho con su cuerpo en el contrario llevandose una… https://t.co/t1dlgO7sTV,2021-04-25 11:36:55,es
479,WorseThanAGun,"¡Y que lo digas! Da igual como esté hecha, de cualquier forma es deliciosa.

—Nada más escucharle, le pidió al homb… https://t.co/4g765UPARM",2021-04-25 11:24:33,es
480,flxshbarry,"¡La pasta! Los buenos macarrones con queso fundido. O a la carbonara...
Creo que pediré una hamburguesa con bacon y… https://t.co/99662YskTU",2021-04-25 10:52:50,es
481,delficachilobo_,Casi las 8 de la mañana y estoy antojada de una hamburguesa con papas y cheddar 😭,2021-04-25 10:44:28,es
482,jsilva1492,Aguanta una hamburguesa con papas,2021-04-25 09:55:12,es
483,_itsannav_,Comer una hamburguesa con los panas 📈📈📈📈📈,2021-04-25 08:53:10,es
484,sal0meme,"comiendo una hamburguesa con papas fritas, en una",2021-04-25 08:34:32,es
485,rodrigo030203,No hay depresión que una hamburguesa con bastante queso no quite,2021-04-25 08:05:31,es
486,EstebaanAstorga,q ganas de una hamburguesa con papas fritass,2021-04-25 07:57:16,es
487,andreamarila,"Recuento del sábado: caminé 7 km, me atravesé una pasarela con una tostada de guacamol sobre la cabeza, me desmayé… https://t.co/VQWSFNajR2",2021-04-25 07:54:53,es
488,tbslxfearless0,la hamburguesa con papas https://t.co/88sqFoFCzw,2021-04-25 06:48:25,es
489,francohardy1,unas ganas de comer terrible hamburguesa con papás pta madre,2021-04-25 06:32:34,es
490,diespeso,Hay una hamburguesa con mi nombre en la cocina,2021-04-25 06:29:26,es
491,jsilva1492,Aguanta una hamburguesa con papas y una cerveza fria,2021-04-25 06:13:46,es
492,bbchainis,De dónde saco una hamburguesa con papas y todas las cremas a esta hora ptm unu,2021-04-25 05:56:37,es
493,Daniadoib,No se para que pido hamburguesa con papas si JAMAS me las como🤮,2021-04-25 05:49:03,es
494,jardindegnomos,estoy bien feliz porque me estoy haciendo una hamburguesa con papas y en la terraza me espera una caguama y un bols… https://t.co/c1K1lJ6XiU,2021-04-25 05:17:06,es
495,Bedawn23,"Yo siendo buena influencia para mi familia:
Hola, les traje una hamburguesa con papas 🍔 🍟...sin gaseosa porque hace mal 😅",2021-04-25 05:14:38,es
496,Mariiamoralesss,Me llevó una hamburguesa con papitas al trabajo🤤 Que hago... me caso? Jajaja más lindo 😍,2021-04-25 04:54:27,es
497,Spooky36675836,"Chicas que prefieren en una salida ""cita""
.helado ?
.hamburguesa con gaseosa ?
.ninguna :^ ?",2021-04-25 04:16:10,es
498,nicolay_samuel,Que ganas de una hamburguesa con triple todooo 😋,2021-04-25 04:16:04,es
499,luciojuarez222,"Team dulce o team salado? Y después te clavás una hamburguesa con papas y Coca Cola, que tiene más azúcar que Brasil.",2021-04-25 04:04:08,es
500,BrendaChatu,"Estoy toda quemada de sol, cansada de tanto nadar y acabando de cenar una hamburguesa con papas, hoy toy feliz",2021-04-25 03:51:18,es
501,valeriacastl,q antojo de una hamburguesa con papas,2021-04-25 03:50:57,es
502,_graciaab,1 hamburguesa con papas + 3 crepas= soy feliz😋,2021-04-25 03:24:23,es
503,emiliostylesk,Definanme comerme mi hamburguesa con la mano derecha y votar con la izquierda jajajaja,2021-04-25 03:18:55,es
504,Andy_cbr16,"Me Norge una hamburguesa con cheddar y bacon que hizo mi madrina y dos tacos que hizo mi mamá, llenísima pero escabiar me hace dar hambre",2021-04-25 03:05:45,es
505,YouAreMyBezoar,La pizza nunca vino. me hice hamburguesa con papas fritas ò.ó https://t.co/Vj46ID5GPg,2021-04-25 03:02:50,es
506,Romiina_199,Soy la única persona que no puede comer hamburguesa con la mano?,2021-04-25 02:58:59,es
507,TheBerisso_H,@ciiscoan culpa de una hamburguesa con cheddar,2021-04-25 02:57:52,es
508,Celestelizleal2,q ganas de una hamburguesa con cheddar y papas fritas lpm y después alto ALTO helado,2021-04-25 02:52:51,es
509,ThirdErnie,"@maolilogo81 Pidió específicamente una hamburguesa con papas 😂.

Y ella es la que manda .😂😂😂😂",2021-04-25 02:52:43,es
510,anemcarchon,-Como le pida una hamburguesa con queso le deja de hablar durante 24h.-,2021-04-25 02:49:54,es
511,hugseok,pedi hamburguesa con papas y nUNCA ME LLEGO asi que ahora tengo que comer lo más insípido que encuentre en mi casa porque no hay nADA,2021-04-25 02:47:02,es
512,dxmonalatus,"—Un agua para Venti, por favor, y una hamburguesa con queso—.",2021-04-25 02:46:32,es
513,spdeypnd,me pedí una hamburguesa con papas hace rato y que cosa rica,2021-04-25 02:45:44,es
514,Lisbethdiaz29,la vida me pide mucho y yo solo quiero comer hamburguesa con alguien que me quiera,2021-04-25 02:34:26,es
515,belenan6,"@CarMar0611 JAJAJA existe helado de tocino y donuts tmb.

Nunca has comido hamburguesa con tocino y cebolla caramel… https://t.co/0XWLfZMV3z",2021-04-25 02:34:25,es
516,solizquierdo37,@Romansocias Me va a matar una hamburguesa. Accurate teniendo en cuenta que tengo historial de hipertensión y probl… https://t.co/kAj40DpvmC,2021-04-25 02:29:42,es
517,Inversas,"Cuál es tu color favorito?, -rosa- gritaba. Cuál es tu nombre? y lo gritaba extendiendo los brazos. Cuál es tu comi… https://t.co/8ZhOQwq2wA",2021-04-25 02:26:24,es
518,Neuryu,Sale hamburguesa con papitas https://t.co/lH3qG69pau,2021-04-25 02:14:17,es
519,jjk1glow,quiero una hamburguesa con papas con queso o una pizza con orilla de queso para mi solito,2021-04-25 02:14:17,es
520,eeiprilll,Me comí una hamburguesa con papas y ya no me puedo moverrrrrrr me siento mallll qué pedooooo ya no puedo comer nada… https://t.co/jfr0ha8J1I,2021-04-25 02:08:29,es
521,Maria42883882,Ganas de una hamburguesa con papas y refrescó.,2021-04-25 02:04:30,es
522,Magaflor21,Me acabo de hacer una hamburguesa con papas fritas y lo acompañé con vino 🤤. Querés hacerme feliz? Cociname,2021-04-25 02:01:17,es
523,MeelOrue16,"Me comí una HAMBURGUESA  con papas de JoacoPituca y no puedo respirar!🥴
Ustedes bien?",2021-04-25 01:59:31,es
524,vavvi__,Justo ahora se me antoja una hamburguesa con mucho cheddar y tocineta acompañado de una corona 🤨,2021-04-25 01:58:07,es
525,AlejaSierra_24,"@_isaabelr Acepto tu compañía , pero antes nos comemos una hamburguesa con papitas 😬😬",2021-04-25 01:58:04,es
526,joannacrp,"“No puedes promover la salud mental si tienes pésimos hábitos alimenticios”.

Yo agregándole brócoli a mi hamburgue… https://t.co/iEJ7pyrt30",2021-04-25 01:56:28,es
527,rodrigorosa1010,Me pedí una hamburguesa con jalapeño y fue de las peores decisiones que tome en las últimas +72hs,2021-04-25 01:56:04,es
528,SlrCifuentes,Tengo hambre y lo que me quiero comer es un combo de Hamburguesa con tocineta y queso cheddar ... Que creyeron soy… https://t.co/h1tvzVdGeH,2021-04-25 01:37:47,es
529,mobestboy,me comí una hamburguesa con cocido que procede,2021-04-25 01:32:44,es
530,romario_valverd,Necesito una hamburguesa con arto queso 🥲,2021-04-25 01:31:10,es
531,sirenea_,@pipemaja Cómo vas a pedir una hamburguesa con cebolla?,2021-04-25 01:30:58,es
532,claripaoli,"Necesito una hamburguesa con papas, gorda siempre",2021-04-25 01:26:35,es
533,recetaespecial,Para mejorar tu cocina 🥗🍳❤️‍👨 https://t.co/LAtsUJ6eSl Rica receta de quesadillas de hamburguesa con queso... #food… https://t.co/Luhtugtiy0,2021-04-25 01:25:03,es
534,sebaink,@chechodm Nicolas Vasquez tiene un PUB que se llama MARLON también por el actor y las hamburguesa con el mismo nombre 😉,2021-04-25 01:16:12,es
535,luiscomi,"@ElGordoCocina Doble hamburguesa con cebolla morada, lechuga, tomate, mayonesa de palta y huevo frito. https://t.co/26jJGcTyS6",2021-04-25 01:15:59,es
536,VaalPagano,"4 para culminar el dia, despues de tantas hazañas decidi pedirme un combo de hamburguesa con nuggets Y NO ME VINO L… https://t.co/snRkJFVn7A",2021-04-25 01:12:32,es
537,kinglizxsm,Me voy a regalar una hamburguesa con fritas para cenar y después a dormir😴,2021-04-25 01:12:13,es
538,Micaaylinn,"Hace mil años no m compro una hamburguesa con papas,lo único q m hace feliz",2021-04-25 01:10:44,es
539,Esteban99A,"En que momento mi plan de cena para hoy paso de hamburguesa con papas fritas a medallón de soja con remolacha, que sábado mas deprimente",2021-04-25 01:10:43,es
540,iGabriella_,"Que divino, acabo de cenar una rica hamburguesa con papitas y una malta 🤤",2021-04-25 01:04:09,es
541,MarleFerreira17,Que ganas de una hamburguesa con abundante salsa de ajo :(,2021-04-25 01:01:22,es
542,GuadaAruani,"alguien me puede mandar una hamburguesa con papas? xfa, lo necesito",2021-04-25 01:00:56,es
543,ViviZyk,Que onda @pedidosya ? Todos los fines de semana el mismo problema con los cadetes? O no vienen o llegan a la hora q… https://t.co/c3nkP7Ujy5,2021-04-25 01:00:50,es
544,Corintti_Franco,Que felicidad cuando te clavas una hamburguesa con una ipa,2021-04-25 00:57:04,es
545,MlNOMlNlNO,@mobfresita q feo me pedia noviar con una hamburguesa CON MAYONESA igual acepto,2021-04-25 00:56:35,es
546,Paz_Tania_Belen,"En esta casa nadie va a cocinar así que sale Delivery, de una hamburguesa con mucho mucho cheddar",2021-04-25 00:55:58,es
547,GonzaloAlbaren1,"El pancho va con mayonesa, la milanesa con savora y la hamburguesa con ketchup. No se discute",2021-04-25 00:50:17,es
548,Valeria93520773,Quiero una hamburguesa con papitas 🤤,2021-04-25 00:50:02,es
549,Sooyderiver_,Me dieron ganas de hamburguesa con papas fritas😫😫😫,2021-04-25 00:49:14,es
550,iLOUISROCKERIT0,@_goldenhs hamburguesa con papas,2021-04-25 00:46:38,es
551,dfnclestyles,@hsdfcss gracias isi una hamburguesa con mucho queso por favor,2021-04-25 00:46:15,es
552,INYE0PLT,me hice una hamburguesa con papas ya puedo ir a master chef,2021-04-25 00:45:54,es
553,verojimenez19,"Lo único que me levantaría el ánimo es una hamburguesa con papitas, la comida hace feliz al corazón 🥺",2021-04-25 00:43:02,es
554,LT91HSA,"Hamburguesa con papas con cheddar,,,,",2021-04-25 00:41:58,es
555,Punkecit0,Hamburguesa con helado porque he perdido el control de mí vida.,2021-04-25 00:37:48,es
556,annie_malfavon,Comí una hamburguesa con papas enorme y pues... ya tengo hambre 🤣🤷🏻‍♀️ https://t.co/7nH0phG4Un,2021-04-25 00:36:44,es
557,Elu_Monn,"Necesito una hamburguesa con papitas, ¿o tres?",2021-04-25 00:34:58,es
558,ColmosJorge,Hamburguesa con papas x fas https://t.co/uCCLDV5atT,2021-04-25 00:34:50,es
559,contradigome,Uy send una hamburguesa con coca colaaaaa :(,2021-04-25 00:31:50,es
560,uglyfagot,"Una hamburguesa con coca cola ahg

I vote #HowYouLikeThat for #BestMusicVideo on #iHeartAwards @BLACKPINK",2021-04-25 00:28:13,ca
561,DonTiliches,"El es Bryan, puede comprar una hamburguesa con doble queso por 3 dólares el m*ric0n, pero no, a él le gusta el atún… https://t.co/RUeCDFbb7e",2021-04-25 00:26:51,es
562,yuliconsshhh,"Se me acaba de ocurrir hacer una hamburguesa con pancakes, pegan re mil fuerte estas flores nuevas.",2021-04-25 00:26:07,es
